net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg
3,0,28,2,2.7536928284802986,0.4681980497281486,10.969176268202544,1.3904421093586634,4.127352493780887,8.402615318831176,-79.66008918642281
4,1,22,2,2.7630957215306298,0.4724416868079409,11.179754298118784,-1.7092919140750071,4.141423896703579,8.408989201818429,97.92877165533795
9,2,23,1,0.029080920022834095,0.058596477378357915,7.4715650017146045,0.9444598912385073,0.04478628797791417,0.1727141310434477,-54.113565688513525
12,3,11,1,0.038023541450458755,0.06989032059150238,7.566949714487186,2.082466499220619,0.06222233601978575,0.1899227664309435,-119.31654139412213
21,4,1,1,0.02829889466118749,0.06002179862934051,7.588822413147772,-0.8803463224114975,0.04446056950050027,0.14358062236257474,50.44012878247213
22,5,7,1,0.028473465500587082,0.07024618740763716,7.515962982178364,-0.5483048922654079,0.044378079600910725,0.15730984901476508,31.41555621459956
23,6,19,1,0.0330303950327956,0.06255335260874043,7.374580060178716,-2.6109323280040613,0.05205071404050423,0.16298452393585947,149.59540298858397
27,7,7,1,0.025433052673677473,0.06380465954930041,7.438332852386967,2.0430930570727326,0.04162873647680863,0.20333150450765305,-117.06060932547676
29,8,11,1,0.03565884182241202,0.06445294039378767,7.37026786242785,3.0324620040574057,0.05980121139808594,0.21222061318217686,-173.74727435347148
31,9,19,1,0.0324351741445816,0.04048114424154342,7.508714740424834,2.3586939871775847,0.05275418576888529,0.14527106641086615,-135.14321062899617
32,10,23,1,0.018727852732343956,0.07022759647600264,7.454651335168151,0.4571948308561013,0.03041017829158955,0.12272763292519669,-26.195334223903146
33,11,11,1,0.02998161809459633,0.06342306627252232,7.417754884134184,-1.03935887383786,0.04826891796892847,0.16014519377351646,59.550876865927464
43,12,26,2,2.7647099050283868,0.4744015496392004,11.323201949265806,2.7021458053444762,4.143839419942019,8.411618330079515,-154.82800259589945
48,13,4,2,2.7609469749829154,0.4731448966366216,11.216651940224184,-0.25895851809827874,4.13820821708938,8.399725594578983,14.843656100796752
51,14,29,1,0.04609077682345292,0.07173030324190206,7.5169567988947446,-0.24807767725324795,0.07200682954664299,0.2545449427792128,14.213803914076367
63,15,13,1,0.024034963047179482,0.05334181681416833,7.54489462146688,-2.057835671497171,0.03962038882693947,0.1403000596144411,117.90529891110158
65,16,11,1,0.04205506374872586,0.058807349785445266,7.473970708548476,1.625093061461611,0.06398770365017305,0.20227672866468813,-93.11097373474222
70,17,22,2,2.7572970417146663,0.4773099212144039,11.703195979194545,-2.6684692500991765,4.132746025627586,8.375250800238254,152.88562531204042
72,18,23,1,0.043003148283458005,0.060554460849824285,7.475172623699545,2.0314420142558345,0.06832022184660881,0.2336646403886504,-116.39305375576862
73,19,13,1,0.03839404387671372,0.06034344571476106,7.338827344251697,-2.0257289461791634,0.06263840917078414,0.18193716462486315,116.06571906346876
74,20,11,1,0.02706574416125839,0.05682613282298272,7.512645908066162,-1.824367958276043,0.04440250561096952,0.14954497751866722,104.52858429362263
76,21,19,1,0.038206213806806666,0.06076976853659285,7.504883568486207,2.669900566335949,0.060808826250435606,0.18658536599278455,-152.9740341566464
77,22,11,1,0.029565808621997265,0.05441741748380288,7.5322804077363426,0.20042772059630787,0.045752078007418734,0.1593150755548057,-11.48366249212341
81,23,29,1,0.03223972079070407,0.05507453937341426,7.492291297640293,-2.7992137783086934,0.050878265321667386,0.16288192672929377,160.38313544395018
84,24,29,1,0.03262946052278493,0.06691625723048909,7.417232470772686,1.0796613117653013,0.054245567738261176,0.1510405650063476,-61.86003645941041
86,25,19,1,0.03816204016964729,0.06768299653530595,7.33060755450811,-2.868025491928153,0.06149280426100255,0.25028468923267566,164.32575621277934
88,26,23,1,0.023384569803255987,0.05775144319195842,7.259679664504137,-0.6502349284823662,0.038103910811803185,0.12460440373439916,37.25571709283261
89,27,8,2,2.7541617103187614,0.4731175535335482,11.187835071117414,-1.9652480925469513,4.128054100117664,8.380961781959058,112.60680003731187
90,28,23,1,0.020130334043633336,0.0518513404829036,7.568485192764031,-2.9172324011374773,0.033167364849299164,0.11857475778226964,167.14510444361886
95,29,7,1,0.029827817983382965,0.05810478977618437,7.522807345277431,-3.1141914650075178,0.042862785748508325,0.14019916707200777,178.430027542267
