net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg,rho_even,rho_odd,q_odd_over_even,radius_parity_separation
65,16,11,1,0.04205506374872586,0.058807349785445266,7.473970708548476,1.625093061461611,0.06398770365017305,0.20227672866468813,-93.11097373474222,7.487303266870122,7.4606381502268295,0.9964386220655331,0.0035677309536139975
70,17,22,2,2.7572970417146663,0.4773099212144039,11.703195979194545,-2.6684692500991765,4.132746025627586,8.375250800238254,152.88562531204042,17.179399065843537,6.226992892545558,0.3624686095642428,0.9358474550685735
72,18,23,1,0.043003148283458005,0.060554460849824285,7.475172623699545,2.0314420142558345,0.06832022184660881,0.2336646403886504,-116.39305375576862,7.458797149413269,7.491548097985824,1.0043909155747897,0.004381296622999721
73,19,13,1,0.03839404387671372,0.06034344571476106,7.338827344251697,-2.0257289461791634,0.06263840917078414,0.18193716462486315,116.06571906346876,7.35477471162894,7.322879976874451,0.9956633974519902,0.0043460260418132
74,20,11,1,0.02706574416125839,0.05682613282298272,7.512645908066162,-1.824367958276043,0.04440250561096952,0.14954497751866722,104.52858429362263,7.579036977552469,7.446254838579857,0.9824803415835172,0.017674483876585552
76,21,19,1,0.038206213806806666,0.06076976853659285,7.504883568486207,2.669900566335949,0.060808826250435606,0.18658536599278455,-152.9740341566464,7.50516571808937,7.504601418883044,0.9999248118925654,7.519093416661656e-05
77,22,11,1,0.029565808621997265,0.05441741748380288,7.5322804077363426,0.20042772059630787,0.045752078007418734,0.1593150755548057,-11.48366249212341,7.561934039782799,7.502626775689887,0.9921571302022867,0.007873746180771288
81,23,29,1,0.03223972079070407,0.05507453937341426,7.492291297640293,-2.7992137783086934,0.050878265321667386,0.16288192672929377,160.38313544395018,7.498154042513279,7.486428552767306,0.9984362164768167,0.0015650071894115797
84,24,29,1,0.03262946052278493,0.06691625723048909,7.417232470772686,1.0796613117653013,0.054245567738261176,0.1510405650063476,-61.86003645941041,7.4514034635573925,7.38306147798798,0.9908283069218232,0.009213946824332523
86,25,19,1,0.03816204016964729,0.06768299653530595,7.33060755450811,-2.868025491928153,0.06149280426100255,0.25028468923267566,164.32575621277934,7.292809856435531,7.36840525258069,1.0103657434697066,0.010312296161410281
88,26,23,1,0.023384569803255987,0.05775144319195842,7.259679664504137,-0.6502349284823662,0.038103910811803185,0.12460440373439916,37.25571709283261,7.217367534286461,7.301991794721813,1.011725086748505,0.011656748554501455
89,27,8,2,2.7541617103187614,0.4731175535335482,11.187835071117414,-1.9652480925469513,4.128054100117664,8.380961781959058,112.60680003731187,16.37342684936782,6.002243292867009,0.36658442658866836,0.9270054027946053
90,28,23,1,0.020130334043633336,0.0518513404829036,7.568485192764031,-2.9172324011374773,0.033167364849299164,0.11857475778226964,167.14510444361886,7.5661004326713925,7.57086995285667,1.0006303802371803,0.0006301816101638829
95,29,7,1,0.029827817983382965,0.05810478977618437,7.522807345277431,-3.1141914650075178,0.042862785748508325,0.14019916707200777,178.430027542267,7.475177396191066,7.570437294363796,1.0127434966588578,0.012662812405069833
98,30,19,1,0.033304173293037954,0.06554758956218441,7.638574287733162,-0.4057949782300925,0.05360733577310578,0.21157309362847027,23.2503396093169,7.643820520950869,7.633328054515456,0.9986273269490493,0.0013736158136555732
99,31,29,1,0.039318199948549196,0.06309231834352429,7.525764294133888,-1.2446050169211778,0.06574501049311615,0.2133829027115318,71.31061461481865,7.513712754071784,7.53781583419599,1.0032078788360848,0.0032027418322141434
106,32,11,1,0.03973541903245229,0.06663794807003845,7.4429218693077335,-1.5053086299666703,0.06806624394648919,0.21560617280456482,86.24783134507851,7.4910386312016675,7.394805107413799,0.9871535138816349,0.012929535668606926
107,33,19,1,0.02947623257807609,0.05032864397270698,7.386188227617106,-2.0656877217174134,0.04695682791081576,0.1516158739939743,118.35518825241492,7.355027939960956,7.4173485152732574,1.0084731935515439,0.008437447488717336
108,34,29,1,0.01820811739056078,0.07217951228259899,7.639255051206999,2.9073021191185786,0.030587021618348646,0.12285869029308048,-166.5761411944736,7.693902923521949,7.584607178892048,0.9857944991357039,0.01430712077254608
111,35,1,1,0.026073296801371507,0.05529003054074252,7.551915583317027,-1.5312064345333654,0.040551541183834534,0.14897672831473321,87.73166626260071,7.590223124428832,7.51360804220522,0.9899060830007712,0.010145118993763929
117,36,11,1,0.037462231920593676,0.07824859847456403,7.350468156917189,-1.985713801661441,0.06485134102813406,0.20368563291963518,113.77302016571036,7.320930907116592,7.380005406717786,1.0080692606378472,0.008036834979769517
118,37,17,1,0.017523690470504,0.04277171827907071,7.460284753489993,0.3465814281083913,0.030476328557963745,0.1191652728079736,-19.857653088804778,7.430713299529141,7.489856207450845,1.007959250416168,0.007927701136881673
119,38,7,1,0.024937000447431232,0.0559767251025339,7.3637197680738025,-3.139640737447382,0.039117858334567004,0.1580767561168057,179.88816344008814,7.406428031281679,7.321011504865925,0.9884672441215941,0.011599643808566231
120,39,19,1,0.018309101972372555,0.056321605142211864,7.554411496725762,-2.5562228840064822,0.032893402231660464,0.11384665086760039,146.46078274787797,7.69486132471405,7.413961668737473,0.9634951633144584,0.037183525956763754
121,40,14,2,2.7609846713942416,0.476800680819241,11.359949606308088,-0.6436554343745818,4.138264606900775,8.42218614479581,36.885166089914286,16.667221753398522,6.05267745921766,0.36314855281645797,0.9343830441190238
123,41,19,1,0.032512414807275625,0.07803487430869921,7.435590098330837,-2.324445040018424,0.05391403910779832,0.17886098208336454,133.1808905089253,7.414797764374905,7.456382432286771,1.005608334742677,0.005592652010390082
124,42,11,1,0.020946963612063194,0.05074525886957461,7.492077310779917,-3.1364313246282354,0.029843166118643738,0.11462692833703336,179.70427763391532,7.514896574390671,7.469258047169162,0.9939269254380644,0.0060915718469486116
131,43,13,1,0.0230736302975598,0.054091039009293566,7.489474599376091,-0.6571377681460566,0.03726152964116095,0.11158249711483992,37.65122067651053,7.545381255338515,7.4335679434136654,0.9851812243621568,0.01492939330272431
132,44,17,1,0.02646755498211832,0.05815824543395023,7.408190719254479,-2.5023901514072113,0.04314951302472787,0.1812506244090092,143.37639437022918,7.495399570211729,7.320981868297232,0.9767300328313824,0.023543900059318352
135,45,19,1,0.03871232171734932,0.0729840605299294,7.380631536086695,2.3944338950230915,0.06372270815267482,0.27610953488005524,-137.19095649544096,7.322849131958839,7.43841394021455,1.0157813995854914,0.015657848205898273
137,46,1,1,0.033959202909369525,0.058695284759925206,7.406715830610267,2.6408393402492214,0.050463422151455335,0.1727563724138412,-151.30894856737072,7.396957354039233,7.416474307181301,1.0026385109725433,0.0026350346885739414
139,47,8,2,2.760574477723019,0.4734135617760382,11.297486123192977,3.0423267786848123,4.137650460114695,8.3849299935312,-174.31890766137332,16.54468871398678,6.050283532399173,0.3656934039069771,0.9289150760754908
140,48,29,1,0.03696498866959289,0.06473146396433806,7.506262718014771,1.1137080390544147,0.06060125255587195,0.184781138356559,-63.81077023734994,7.51274348505668,7.499781950972862,0.998274726921051,0.0017267626475037444
141,49,17,1,0.03897409103243108,0.0518327892396154,7.565392662255456,-2.5675642652023196,0.06228399108190356,0.19162243741689133,147.1105960165428,7.5916640471001395,7.539121277410773,0.9930788863464741,0.006945147731922463
144,50,11,1,0.027439414431473658,0.06893158117086043,7.5206792130036835,-1.079604482397291,0.044041187712517776,0.16050236752355412,61.85678038142903,7.453549234841338,7.587809191166027,1.018012889174609,0.017852105178551663
145,51,23,1,0.01879407231048107,0.06631425546216524,7.5047621659850146,-1.3208065343684976,0.028867883961741468,0.1343510527859439,75.67663997195717,7.528522523981163,7.481001807988869,0.9936879094349624,0.006332074880091441
147,52,29,1,0.043167023272558815,0.06314980403474274,7.405238163498621,3.0401684591808054,0.07318074427231352,0.22723003853074028,-174.1888216950395,7.4142094624088895,7.396266864588353,0.99757997155172,0.002422960264664835
148,53,13,1,0.018991482329453118,0.06079480382489124,7.60673403142542,0.014768325567375692,0.027963106136981237,0.11801382690176489,-0.8461627251276823,7.441315477717967,7.772152585132875,1.0444594921967165,0.04349266137716038
150,54,13,1,0.024423068391520548,0.05482878583907163,7.52675491282644,0.4219275681693782,0.039969202595348224,0.12126635667567943,-24.17466891969735,7.4864664482483025,7.567043377404578,1.01076301212505,0.010705400944962754
152,55,17,1,0.04058276192138311,0.07436875679217494,7.348681049542903,-1.1425815970885873,0.06551730913833517,0.18782359064269943,65.46510324847452,7.3823404169482405,7.315021682137566,0.9908811120852506,0.009160655409702676
155,56,11,1,0.03605845014508401,0.06003058154879868,7.439083878135798,1.2046921784465945,0.059269173287406864,0.20258806014632913,-69.0237774277726,7.418818792270833,7.4593489640007595,1.0054631569883001,0.0054482745985764275
156,57,8,2,2.7662399044535335,0.4726801339370819,11.33543522511482,-1.9027910042656064,4.146128746728237,8.395238412601042,109.02835688290854,16.59337686811187,6.077493582117763,0.36626020311737245,0.9277000024397026
163,58,17,1,0.019337093736961818,0.07156131553846261,7.552417955127633,-0.6220556377836307,0.03342147122784079,0.1198680453902733,35.64116266783954,7.488641817234719,7.616194093020545,1.017032764939067,0.016888932331827002
164,59,11,1,0.0323461886356001,0.0695435689660611,7.467959712159579,1.022295727111203,0.05178579288777417,0.15162183856036704,-58.57323057108772,7.55600922195567,7.379910202363488,0.9766941761954859,0.02358060653506896
171,60,19,1,0.04844250393491189,0.07328543011877554,7.400079854431738,2.2414498798016007,0.08327448675664206,0.2859018884969402,-128.42561813823997,7.350276291888361,7.449883416975114,1.0135514803976386,0.013460277057294289
175,61,1,1,0.03747742105448142,0.05930861522250001,7.401266084099251,2.9146996536463474,0.06211317852591204,0.19823012332403472,-166.99998868679214,7.359123440708254,7.443408727490248,1.0114531693157578,0.01138795522607559
176,62,17,1,0.03548388999218535,0.05255395956325434,7.532407878591017,-0.11639460582998133,0.05285101841398692,0.18148295202691647,6.6689196785172875,7.473222035414399,7.591593721767633,1.015839444591943,0.01571498626484042
179,63,23,1,0.03857327497865386,0.06818383194937147,7.381000496942693,-1.7104366468120002,0.06487911931579086,0.1946690318216045,98.00080097851436,7.38990170954484,7.372099284340546,0.9975909794332853,0.0024119257560906064
180,64,17,1,0.03559574511663161,0.07115613790855588,7.45527242499395,-2.3513068390562513,0.055016036237697,0.1979898949695901,134.7199582262812,7.410624502477262,7.4999203475106375,1.012049705797875,0.011977542864028618
185,65,19,1,0.03296342847948492,0.06508867850478518,7.376574649725169,-0.2892403499349027,0.055469907565617316,0.20676372957385653,16.572251326281005,7.342116012459418,7.411033286990921,1.0093865684517311,0.009342720409407092
187,66,1,1,0.023591889550547303,0.0500106742084028,7.49867457902134,-1.7810771678455184,0.034680451214499426,0.13214461822049062,102.04820470561572,7.536696453866037,7.460652704176645,0.9899102013521607,0.01014095876385093
189,67,23,1,0.039169187923525514,0.061025738277472326,7.39549516989141,-2.598229816475045,0.0656094712018212,0.19604232065462884,148.86760267329979,7.4550872052884465,7.335903134494371,0.9840130547755995,0.01611576615982365
190,68,11,1,0.023390656140416504,0.06291602178426696,7.663000537165517,-1.1118175743107572,0.0396256043306604,0.15840762213442283,63.70245459351218,7.526080879881297,7.799920194449736,1.0363853802449114,0.03573525973805159
194,69,29,1,0.031060861438259046,0.050547732427163025,7.445321302934565,-0.5045753866805129,0.0478918772494727,0.1784143648678859,28.910040106774524,7.440420213921077,7.450222391948051,1.0013174226381238,0.001316555408174342
200,70,1,1,0.027961565198130575,0.048843905620990974,7.487600851402174,-0.22983932850855707,0.043896547497247196,0.13541668558237163,13.168823493755552,7.493959329251184,7.481242373553164,0.998303039136017,0.0016984019247818353
204,71,28,2,2.7721999062320704,0.47183050865514936,11.249506478240587,2.9887919784780115,4.1550476991342675,8.413720498929123,-171.25167117960396,16.45956843971743,6.039444516763747,0.36692605513218607,0.9262738719346361
213,72,13,1,0.02901712313802496,0.06539088096844815,7.332437765691001,2.6525750944436806,0.04602361679892337,0.14281531918477122,-151.98135775418575,7.287957884503976,7.376917646878027,1.012206404562683,0.012132358325671725
218,73,29,1,0.02321034933934412,0.05712136176875552,7.480912658618862,1.839961873681542,0.04004667621824378,0.14675299128820773,-105.42204982997914,7.378275266127573,7.583550051110149,1.027821513508036,0.027439805054544533
219,74,1,1,0.018937511297486196,0.065968372220112,7.646190506894187,1.459625493849809,0.029612717205712884,0.10947208768102717,-83.63038046674235,7.589627746153844,7.7027532676345265,1.0149052793186084,0.01479501738528267
220,75,19,1,0.019728361977869556,0.06954801314426666,7.6322801282713595,-2.551506989444653,0.03334291424248727,0.09146702846181055,146.19058189311042,7.8907251830908,7.373835073451917,0.9344939663154741,0.06772420573561334
229,76,17,1,0.026695977984705577,0.056320144096673797,7.529444965842922,1.518240174066055,0.03949537074804575,0.14490185697558092,-86.98875426201496,7.538724624078922,7.520165307606923,0.9975381357726318,0.0024648983499040386
233,77,23,1,0.03557747397196185,0.071193617229692,7.50253045703649,-1.2920798644289868,0.06195953585366803,0.21720068916680832,74.03072301268541,7.4306290438393185,7.574431870233662,1.0193527123404942,0.019167243267832795
235,78,19,1,0.044028543534374354,0.06271127569788967,7.446481376833428,2.130491469603684,0.0725331333997826,0.23777960345478893,-122.06816952041962,7.4034406507414285,7.489522102925426,1.0116272225637923,0.011560017117857013
236,79,22,2,2.7665880744002624,0.46545392596006374,10.933423816358383,-1.182418426529996,4.146649742194513,8.414137514973719,67.74111997098484,15.92685123257956,5.939996400137209,0.372954849228861,0.9134242850350505
240,80,13,1,0.020635047127667176,0.05940404765476065,7.3918926470121455,0.82900404827663,0.03253655105284537,0.11448909313842975,-47.49843316704207,7.404033135003783,7.379752159020509,0.9967205743760813,0.003284811771865932
241,81,23,1,0.02011387256405744,0.0578703033624211,7.343123045825894,0.5333376741170379,0.033818130873172404,0.09536315767109843,-30.557997782387922,7.295003192267852,7.391242899383935,1.0131925517480362,0.013106100294858862
244,82,29,1,0.04499940088945461,0.06748747928576386,7.496886177516257,-0.0476552119906473,0.07587923861513031,0.2271344405964969,2.730442506040137,7.4935734420575,7.500198912975014,1.0008841537310262,0.0008837630398316347
245,83,13,1,0.02474604732412197,0.06193761618051275,7.4250402619108025,-2.546442466284548,0.0388936094381145,0.1416450080270912,145.90040608877754,7.407609664422663,7.44247085939894,1.0047061328222662,0.004695084975512967
246,84,29,1,0.040666966461418076,0.06894445673191317,7.4055852571694665,2.428111123380368,0.06293437537106632,0.26674296718889434,-139.12051956715285,7.421099164515855,7.390071349823078,0.9958189731729853,0.004189785630074089
249,85,11,1,0.025706941973766675,0.05173474606841065,7.548115505437246,1.4414302444198497,0.038109137283032904,0.12527906326533042,-82.58786946660462,7.471668677820994,7.624562333053498,1.0204631203316543,0.020255871167096925
250,86,4,2,2.7627607339650786,0.4697401253103557,11.006704862004932,0.4557824068188567,4.140922411356539,8.406082396519441,-26.107969633869576,16.07599197572176,5.937417748288106,0.36933445583046426,0.9211271088436233
252,87,19,1,0.019712277095851605,0.06703148370910564,7.544120984746452,2.802908326369907,0.03414295654538672,0.12067463712055744,-160.59481746104754,7.39044156405227,7.697800405440633,1.041588697877456,0.040741504810144984
257,88,19,1,0.0466430884477092,0.0674597590630031,7.486960034615338,-0.1933960602820119,0.07765266045930193,0.23397336919492515,11.080778056961396,7.475781434550983,7.498138634679692,1.0029906171447682,0.0029861519261946126
260,89,17,1,0.043520717478767346,0.05641374509593459,7.510536748106651,0.313655784842597,0.07037760781936074,0.24115398872633603,-17.971152711008692,7.483943839930392,7.5371296562829135,1.007106656261736,0.007081493392057412
261,90,7,1,0.027481145640997812,0.05270537469645988,7.474543710255026,0.30307183442069596,0.04188559316911942,0.13981756606095525,-17.364737003782714,7.502978802440016,7.446108618070037,0.9924203192002241,0.007608515860567404
262,91,23,1,0.029552752685172594,0.08076421886115497,7.512247441085699,-1.6590087705142171,0.053959898369965974,0.19220437077309918,95.05420073245064,7.621665414665697,7.402829467505701,0.971287647088403,0.029130556318358997
263,92,11,1,0.04001375814586939,0.06165621141571658,7.3563073370167125,-0.6127851956556373,0.06571209802614983,0.21074472333544372,35.1100054768309,7.338221807859841,7.374392866173584,1.0049291312338093,0.004917012932797278
264,93,13,1,0.04462786592119611,0.07392606381019225,7.285000181610394,3.040800922916049,0.07695945510637159,0.2637589839767091,-174.2250591960638,7.290280323319552,7.279720039901237,0.9985514571525411,0.001449592746060863
267,94,8,2,2.766199251698042,0.48349892647606707,11.777065640071909,-0.222986625582721,4.146068268305496,8.41515143374272,12.782655280547129,17.357203915480135,6.196927364663687,0.35702336590842937,0.9476279484121397
268,95,7,1,0.034622400217420975,0.043817615209129475,7.377738292395844,0.7243440379156644,0.055639534162906006,0.17384641823406669,-41.50185629819104,7.351573962305204,7.4039026224864815,1.007118021317556,0.00709277804489384
269,96,11,1,0.03944605959875722,0.061325223898826296,7.521952892872578,-2.7970058449628756,0.06466189726456037,0.2510828560815974,160.25663017476,7.519745801849016,7.5241599838961415,1.0005870121362401,0.0005868398951697995
271,97,1,1,0.029793316452868347,0.05440718469534871,7.504966276666503,-2.3372417219877666,0.047782017748986036,0.1585530319628888,133.91408636819278,7.538615491668692,7.471317061664314,0.9910728395580392,0.00896718619690721
275,98,17,1,0.028338446430732724,0.06049150333867003,7.59227847240978,-1.5161074946022681,0.04343491217252917,0.14250135065547445,86.86656072526833,7.579949684062916,7.604607260756643,1.003253000049007,0.0032477176361921088
280,99,7,1,0.03285180588044788,0.06025588305754216,7.657849605688729,2.233374988723902,0.05281866507039254,0.21726981049398308,-127.96296092633666,7.710783045398529,7.604916165978931,0.9862702816567023,0.013824622429376628
281,100,19,1,0.03100097271139085,0.06978669910379537,7.449492336536528,-2.726649634812627,0.04924016876544698,0.2039857082349695,156.22551627865784,7.476405923272251,7.422578749800804,0.9928003944644183,0.007225616329242749
285,101,11,1,0.021460100218236272,0.08321285713055983,7.396775452824313,1.630232423649194,0.03575308308835495,0.13297490866834924,-93.40543750186372,7.344485670216653,7.44906523543197,1.0142391952154537,0.014138534538774583
286,102,1,1,0.028370838678383335,0.06212866307266545,7.347900731625448,-3.023093267511485,0.047579715454197875,0.1693847642304944,173.21048529657844,7.233307562921885,7.462493900329013,1.0316848599915678,0.031190723143646692
287,103,1,1,0.04366833012735713,0.06514252084811743,7.412691526994477,1.7613476927010612,0.06998710878648833,0.2524926824957422,-100.91778906883626,7.425962514049185,7.399420539939769,0.9964257866829787,0.003580612253020298
288,104,8,2,2.7623926274484925,0.4722940477479063,11.394188229331029,-2.187117073134754,4.14037147816933,8.385162162024344,125.31901367772802,16.67307389921508,6.115302559446978,0.3667771519764492,0.9265926740257096
291,105,23,1,0.03975248039705386,0.07612010431925571,7.414307044442759,-0.6346126319877733,0.06780916259148698,0.2161905408948654,36.360625455788444,7.3338342758833805,7.494779813002134,1.0219456195851069,0.021707428105420486
293,106,11,1,0.03419154996219315,0.07567954185269557,7.518781171748617,0.3198593251030397,0.0543804811577145,0.1892412952581132,-18.326589376370062,7.557193329241197,7.480369014256039,0.9898342795217504,0.01021765539258159
294,107,13,1,0.04042594646747903,0.07544785644122208,7.346186929415724,-2.1204945250445943,0.0679943680170152,0.20749110572821738,121.495386784316,7.2881144698163185,7.40425938901513,1.0159362095202846,0.015810231935937013
295,108,7,1,0.020764299414819727,0.05684944395088754,7.659535041417968,0.7662683112090062,0.036221437997213835,0.12398766944116536,-43.90394020669144,7.699793503631787,7.619276579204148,0.989542976134404,0.010511985909360503
296,109,13,1,0.03068883448094823,0.05682851284734874,7.564643424471506,2.0731347033013394,0.05156550877066958,0.18287850658655655,-118.78186886823215,7.53015159389206,7.599135255050951,1.009160992351714,0.009119221791172647
297,110,11,1,0.0312622152379947,0.060929570034618255,7.594169062681064,2.6274760110122157,0.05031763279223638,0.17509802059085505,-150.54328619904777,7.538713122013908,7.649625003348221,1.014712309586425,0.014604873873476322
298,111,11,1,0.019930465990162183,0.07182851736859838,7.663916873724992,-1.672468431654056,0.03340459688780436,0.1396625063938617,95.82538250292401,7.591721443109856,7.7361123043401285,1.0190195151800938,0.01884034803734664
303,112,29,1,0.027850264473989667,0.08487938127850847,7.424488017494512,-2.9571419213965875,0.04294219961395104,0.20275359713836116,169.431751517294,7.381941137275788,7.467034897713237,1.0115272878576287,0.011461229412309646
306,113,17,1,0.02542728694783334,0.06053627229362317,7.526625302050426,-3.0820164110171144,0.04099306468656472,0.14906029740353016,176.58653273799553,7.506126375899465,7.5471242282013895,1.005461918737947,0.005447043084601984
307,114,29,1,0.02663736631959572,0.05422585100232313,7.398966564244071,-1.9560271554259414,0.04233495141681633,0.1267290168452195,112.07210062108241,7.420153081985478,7.377780046502663,0.9942894661316776,0.005726885655570532
308,115,13,1,0.05360044157156487,0.07887080982202864,7.372086589358022,2.0939014530284883,0.07771357530244961,0.2957474430127789,-119.97171596864115,7.377941746536056,7.3662314321799895,0.9984127938714663,0.0015884667406064958
311,116,19,1,0.03784299626123255,0.06643610005724906,7.3658455944856165,-2.137744810735623,0.057206272218449615,0.2269972884242192,122.48375532797637,7.371049935665724,7.360641253305508,0.9985878969141354,0.0014131008078702865
312,117,17,1,0.020658540182942237,0.05589310734838199,7.682177341277414,-0.529956645866839,0.036045261810700086,0.10314719934785584,30.36427913383896,7.64136197030018,7.722992712254648,1.0106827476923281,0.010625990305620099
314,118,1,1,0.03693809443074418,0.057094276435559116,7.578519528395497,1.635702020789384,0.05409897191737965,0.1719100117161048,-93.7188223327616,7.5678140555421685,7.589225001248826,1.0028292113877952,0.00282521482282047
315,119,23,1,0.04217228955859814,0.0638461367573559,7.489849124291051,2.5294531454325937,0.06533270003268553,0.25917449923996405,-144.92698969972508,7.5601338668482585,7.419564381733843,0.9814064820028091,0.01876799956604213
316,120,16,2,2.767549786351632,0.464011727704039,10.759870176638879,2.0614659365346037,4.148088878228051,8.399620986968952,-118.11977001989777,15.660782114115081,5.858958239162678,0.3741165796491091,0.9109611653338974
317,121,7,1,0.0392975972233487,0.06575271425619314,7.543775725775434,2.2618480884661754,0.06119710466769217,0.17949129640417197,-129.59434936799278,7.524559336012236,7.562992115538632,1.0051076452201604,0.005094634427569227
327,122,7,1,0.027614597937138174,0.052330916213038474,7.4681544986245285,-1.471143240425973,0.03987396996299647,0.1629906769493538,84.29029873592062,7.516045615753753,7.420263381495302,0.9872562995017368,0.012825422167697748
330,123,4,2,2.761017311275525,0.4692192794511169,10.943857551884584,-0.17752544493981928,4.138313367671897,8.394225530532179,10.177885189818754,15.978663713421778,5.90905139034739,0.36980885863339735,0.9201154415008219
332,124,29,1,0.03958493501407934,0.05866883596721925,7.518640250815647,-2.2603690612806857,0.06100734260695911,0.19744826250606123,129.50960734950303,7.605131921936832,7.432148579694462,0.9772543929522901,0.023007264142423104
336,125,2,2,2.754827819576498,0.47273992056418496,11.123276230495081,-1.0786905296174902,4.129050724198687,8.369063669261562,61.79803146984106,16.27841196829167,5.968140492698487,0.3666291591786524,0.9269095958731116
337,126,29,1,0.0328675310701712,0.07504468508028614,7.522547248267198,-1.7959419890588675,0.05469681393270086,0.19191231809232842,102.8998962315008,7.577053304235338,7.468041192299058,0.9856128619452439,0.014491382817354903
341,127,2,2,2.7671079598386905,0.47455515662663006,11.380080351759265,1.0459353087120207,4.147427716770846,8.388612498302516,-59.934147976127925,16.681296212562803,6.078864490955727,0.3644119985338844,0.931665804975448
342,128,17,1,0.03657621885299029,0.0791506187824308,7.388106045909797,-1.1402907610349617,0.06521394922605157,0.1892706760309838,65.33384801469406,7.396767290249593,7.379444801570001,0.9976581000861787,0.0023446453762235907
345,129,13,1,0.03443393283782212,0.07267434458903116,7.420717774955089,-1.592419859153507,0.05968368267212895,0.18377695747094583,91.23893713538615,7.464557839847951,7.376877710062226,0.9882538079727022,0.011815586098914225
346,130,8,2,2.7688445354718714,0.47560294578931506,11.575603099588857,-1.7786024432214458,4.150026395935043,8.396721413738803,101.91289477339433,16.981409389370178,6.169796809807539,0.36332654542028975,0.9339999381929952
349,131,23,1,0.026013412022308825,0.05239632334011071,7.5080814202516795,2.1497183577706034,0.04297463255247515,0.12282530669464653,-123.16978904436843,7.519728257274706,7.496434583228651,0.9969023250243756,0.003102480213283885
350,132,17,1,0.03330657032587281,0.05482626331277226,7.44211500519663,2.9796555117120835,0.050943124832492005,0.15322798726646503,-170.72168522250868,7.431663967456461,7.452566042936801,1.0028125700478212,0.0028086203271172738
