net,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg
273,7,1,0.29553077323466614,0.08093767416012992,3.820456931410482,1.5027352438689352,0.45628286090267145,1.2214712298198998,-86.10038378312827
274,2,2,9.159469362512766,0.5721082869224333,6.017266638104615,1.7342893336558016,13.61911674437976,27.84715711337491,-99.1272838013064
275,1,1,0.2044495332401643,0.06270020169108692,3.940229278379332,2.436887743055185,0.3330356797435608,0.7301486769002833,-139.62338368584506
276,7,1,0.1570944462785786,0.07234485532393393,3.9798265485268822,-2.0070333073167324,0.2621864552804699,0.8454043053507354,114.99453852368217
277,3,1,0.11053500092542248,0.053430379628953334,4.163064684840055,0.27638179572923743,0.17571009164826626,0.43479184522038306,-15.835510747338256
278,9,1,0.13583750185561427,0.07121630424510757,3.991571502691568,0.36254324671749194,0.21367871055283463,0.6499695280411103,-20.772198188118733
279,4,2,9.316440744518452,0.6002100184107305,5.865643598796817,2.818778238856941,13.848182975679183,28.387652785007045,-161.75705883908572
280,7,1,0.19592699480708514,0.048395006105787605,4.057116146075951,3.103279856068781,0.320941688204218,1.1147990385199789,-177.80483698939693
281,9,1,0.20163001542099943,0.06536086518090456,4.020306795589038,-2.810893385360479,0.3474982118586567,0.9455053949666533,161.05232625576892
282,3,1,0.16770345015380606,0.04713423778135009,4.106645645377273,1.003311048277557,0.2645009541648165,0.7274069033269202,-57.485488331215926
283,1,1,0.19438637211525453,0.06696780089324844,3.9224445248458197,-0.5592958451150581,0.3243896371916245,0.7751516585470225,32.045292655904746
284,3,1,0.20614655150599706,0.030412718563345983,3.9124297021634846,1.043969157363436,0.3337186381140573,0.879752621446208,-59.81502476876661
285,6,2,9.01483864191946,0.5835725738010091,5.682066603124511,2.32933727198992,13.407862462473288,27.437304196224524,-133.2324032013448
286,8,2,8.95589793802667,0.5653632613929809,5.910768963144889,2.6046051010808937,13.32171727538784,27.261389268344242,-149.00861956190172
287,3,1,0.20966644049097083,0.0458189194150214,3.9702699007600266,2.777441865192561,0.3482808267879382,1.16259802365536,-159.1356952975103
288,1,1,0.16225327879566853,0.04160163767388362,3.899317029588963,-2.549876498151023,0.2970954997797312,1.0938759735025867,146.09716068031804
289,9,1,0.19997186265178593,0.03397843655051684,3.793362274720638,-2.7116046506256235,0.3383531633336863,0.9680239139822437,155.36350099812458
290,1,1,0.21103288269012993,0.08427747871325471,4.051087920913239,2.9090068970343883,0.3367014462421116,1.152260786825779,-166.673815713136
291,9,1,0.16357785431527078,0.06740625571051491,3.852877941090623,0.16036726432679715,0.23873344649909176,0.7888773199425834,-9.188367946055155
292,9,1,0.17434706185466486,0.04065793137455198,3.7908445356748173,0.7443410592646212,0.3089829977761234,0.5622959054709995,-42.64760162436703
293,9,1,0.34820869347549516,0.09664759415403681,3.8922062992742505,-2.669100440818871,0.5203814287273736,1.4162209138507906,152.92818205441657
294,8,2,9.170300824893811,0.551892669170014,5.851169495955451,-1.4304829997158415,13.63493073206737,27.83478922166235,81.71959525720975
295,2,2,8.894965894837641,0.5913091353657203,5.892272011681372,-0.6073765526258702,13.232626480221402,27.228772110574926,34.58047287703211
296,9,1,0.17164020453193723,0.05253823496860124,3.991587154259438,-1.7874703177289226,0.28414269614089044,0.9716180055795978,102.41450566894936
297,9,1,0.1826358501261329,0.08094029798535204,3.8576778369909634,1.7436714938840803,0.29651825315023755,1.159914767634895,-99.90501780739886
298,1,1,0.17763146314034675,0.0483589672219957,3.976154457463207,-0.8574625681598217,0.2976147392011773,0.7264722818377534,49.128986713341796
299,2,2,9.088057421708008,0.5588746697973263,6.00657175045029,1.3171468713942112,13.514835716703086,27.6390025194389,-75.23244928151988
300,1,1,0.1526487259651754,0.05409715725779433,3.950765384135302,2.7920721952855843,0.25927763149703364,0.9118868629388307,-159.97395250663786
301,9,1,0.13760170353250248,0.0381544753996522,3.9083448820800966,2.777384440325876,0.18539845652750087,0.680152921928352,-159.13240634135602
302,3,1,0.18274160393957464,0.09107059529645885,3.8305004300079006,-2.1956327146584744,0.31919479357947994,1.2316956569353354,125.80048819935712
303,2,2,8.913015314118672,0.5911386863071314,5.650727051357153,2.294527317933703,13.259027303347718,27.135292526936922,-131.2457293821944
304,3,1,0.15157284961512582,0.0553467552596627,3.8401678063098776,-0.0950341662810998,0.2503562977315502,0.9306052003955515,5.4450574682184145
305,3,1,0.18536286284174777,0.07141105830461167,3.847070420921009,-2.5305540526555848,0.3036120989179315,1.188204118396148,144.99006626608264
306,1,1,0.17491607978191587,0.06389733195548314,4.068287387237248,1.8043980925904843,0.29688028916746684,0.7421461210532769,-103.38439592582121
307,1,1,0.1728775472004937,0.0747032429674548,4.08274546008604,-1.2407573695002387,0.3089304486804893,0.9875373345182823,71.09015963763844
308,2,2,9.05512698562629,0.543840763227602,5.736915009946184,1.209354061239304,13.466731661265525,27.633595760650213,-69.0589588182023
309,9,1,0.14429354292505644,0.023693730536515543,3.8800006716518523,2.1240782122183126,0.23781366749344107,0.6374920937582153,-121.70071745060932
310,1,1,0.15400710016139232,0.06028374485342724,3.8997502857956077,-0.6793356646054373,0.2622082880725709,0.8406462592146363,38.92306679330857
311,9,1,0.17075140196049815,0.041004742463056916,4.009159504903086,-0.979213171076658,0.31102947900200617,0.6343230839800272,56.10478107461387
312,9,1,0.19767767365524894,0.07565713734762287,3.8954795263360937,-2.4708447741991186,0.34426823911882487,1.1801022233868679,141.56897586724355
313,7,1,0.22830853548850466,0.0902459113760731,3.93733263438605,2.166682863163186,0.40652162240131967,1.042761517186422,-124.14178270180108
314,9,1,0.21525905489794703,0.03815062730933709,3.7871222482574316,2.955087463209979,0.3024301071259009,0.971332651534505,-169.31403883002136
315,1,1,0.18226897180257912,0.05176942412222439,3.916501759827632,-0.40875915631819143,0.306497098046149,1.0251854185798375,23.42017553231733
316,9,1,0.16055133606316271,0.05474005143702933,4.135822344939949,-1.3338786942832688,0.26836262814537487,0.7166194193502275,76.4256192231401
317,3,1,0.18491721465348374,0.08716181644064536,4.083173647515665,1.0733169516990089,0.322021841461457,1.2868805789648163,-61.49653065853173
318,7,1,0.16082603429427467,0.05824876852036328,3.8777966956022327,-2.8583707310462954,0.2586426266135536,0.7270549884330496,163.77257826068214
319,3,1,0.22777706751360874,0.0679881939934982,3.819917123653896,-2.4116826836662524,0.39123499593132793,0.8323153079609911,138.17924031438483
320,7,1,0.12705952534612358,0.026662059641072516,3.913370974294311,-0.1207174231356445,0.2074383345688749,0.843276554810332,6.916599245233906
321,1,1,0.1658726233676573,0.030215706164087787,3.8421613801542684,-3.006328141253791,0.23173361592710706,0.86452983933878,172.24991386204866
322,7,1,0.2506415191175961,0.07028537618006471,3.8314810356955618,1.5827478564188553,0.34105758172140194,1.0019805633278671,-90.68477197019648
323,1,1,0.1877130547625234,0.035532738329109116,4.159039638610256,1.9580391036865303,0.3281943380400198,1.0634226994939378,-112.18737632203758
324,9,1,0.1511216809988537,0.02834568527580271,3.932348372674066,2.104389799863767,0.2863227669995552,0.5256540042972435,-120.57265457110438
325,1,1,0.13290063690790252,0.0585131076340881,3.9662747042423527,1.9761092565398117,0.23814232283777265,0.6444468822165028,-113.2227209382863
326,1,1,0.10270784317600032,0.0383424703771986,3.8489220318407456,-2.6520448154879888,0.1850994070355321,0.49951630580541073,151.95097480020394
327,7,1,0.2376295889057914,0.04704653823732572,3.8449808053719785,-2.5068494176585925,0.4166319917933739,1.001614708922239,143.63188926534644
328,1,1,0.1875128671455914,0.03335698977283611,3.97389948209686,-2.9477148917992526,0.26777127629306025,0.9627966399765352,168.89162281515422
329,2,2,9.148822750616914,0.554983174044987,5.73477250981,-0.09538760948286433,13.603581057434166,27.907695502793242,5.704632028254015
330,7,1,0.2564530539818176,0.07868678694561664,3.9737295660715133,-0.7915415810005514,0.4662493178104018,1.0821443176321182,45.35199246914913
331,2,2,8.90420505945419,0.5607324118953493,5.829853798862354,-0.2593409635273171,13.246140214913964,27.045833293015193,14.638806172252375
332,9,1,0.2620134185101689,0.08640413642501824,3.9049001084424573,2.9555544103486096,0.4219633880978741,1.2724158709754392,-169.34079076575645
333,7,1,0.1812114183002192,0.05507827918033649,4.0074991436046705,-1.235420557224928,0.28639291984487353,0.8388289392862003,70.78438238341016
334,1,1,0.28387558930219836,0.07563177901762647,3.848113433313773,-0.21017950424130866,0.46488638191037357,1.4089552274322603,12.04240461445015
335,3,1,0.14623449263530053,0.07246635069713595,3.8434799264282256,1.7289134656989695,0.189663538490896,0.7870539246877416,-99.05944490381285
336,6,2,8.763935061997369,0.5661684634168505,5.713638391269572,-1.3688931744590536,13.040940247044622,26.58172985121937,78.22187507572428
337,3,1,0.19633893034969258,0.0723509955780698,3.971874112698649,-2.4502807268862106,0.36571728414483706,0.9849670668156798,140.39074457836162
338,1,1,0.20871754109736307,0.05207219609343334,3.9882641172132063,-0.257174859069117,0.32502062680924043,1.1493408286089577,14.735033894639118
339,2,2,8.875323071046916,0.6004660590337063,5.938104371327602,-2.201987330879585,13.203901634026112,27.000918859447847,125.94641572594905
340,3,1,0.22696589075184434,0.1034201388024157,3.7805392513350795,-2.073382331419312,0.3510232888987513,1.0482407860548775,118.79605912994093
341,4,2,9.421080090391897,0.5822746233165089,6.196163816024169,2.9662812168271597,14.000750273639445,28.654131599657696,-169.69365439353206
342,1,1,0.19997389358036846,0.07225115232949296,4.104822771692134,-1.1735576235771121,0.39494504813368475,1.206729542421623,67.23990043917193
