step,loss,mean_train_acc,mean_test_acc,mean_domain_acc,exact
1,2.0943174362182617,0.2424723356962204,0.19357910752296448,0.2375830113887787,0
250,0.8302398920059204,0.6788465976715088,0.6126464605331421,0.6722265481948853,666
500,0.5523258447647095,0.7140489816665649,0.594482421875,0.7020922899246216,1669
750,0.4826984703540802,0.7348090410232544,0.5832763314247131,0.7196557521820068,1716
1000,0.4540497362613678,0.7587918043136597,0.6006835699081421,0.74298095703125,1731
1250,0.4271416664123535,0.7823215126991272,0.6196533441543579,0.7660546898841858,1739
1500,0.3950543701648712,0.8087429404258728,0.6493408679962158,0.7928026914596558,1796
1750,0.3608172833919525,0.8369737863540649,0.6927978992462158,0.8225561380386353,2015
2000,0.32967597246170044,0.8568061590194702,0.721972644329071,0.84332275390625,2131
2250,0.3045268654823303,0.8693495392799377,0.7418212890625,0.8565966486930847,2152
2500,0.2850725054740906,0.8763183355331421,0.7583984732627869,0.8645263910293579,2156
2750,0.27010786533355713,0.8811496496200562,0.7713378667831421,0.8701684474945068,2156
3000,0.2586735486984253,0.8843668699264526,0.7798583507537842,0.8739160299301147,2156
3250,0.2499079555273056,0.8872748613357544,0.78564453125,0.8771117925643921,2156
3500,0.24311672151088715,0.8897298574447632,0.7911376953125,0.8798705339431763,2156
3750,0.23774658143520355,0.8919162154197693,0.7953125238418579,0.8822559118270874,2156
4000,0.23343601822853088,0.893641471862793,0.799243152141571,0.8842016458511353,2156
4250,0.2298901230096817,0.8950873613357544,0.8022949695587158,0.8858081102371216,2156
4500,0.2268693447113037,0.8968288898468018,0.8054443597793579,0.8876904249191284,2156
4750,0.22423815727233887,0.8984211683273315,0.8075928092002869,0.8893383741378784,2156
5000,0.22189833223819733,0.9000189900398254,0.8099120855331421,0.8910082578659058,2156
5250,0.21977344155311584,0.9018473029136658,0.811962902545929,0.8928588628768921,2156
5500,0.2178172469139099,0.9035210609436035,0.813793957233429,0.8945482969284058,2156
5750,0.2159791886806488,0.9049343466758728,0.8158203363418579,0.8960229158401489,2156
6000,0.21426516771316528,0.9060899615287781,0.818408191204071,0.8973217606544495,2156
6250,0.21266494691371918,0.9072482585906982,0.8204101324081421,0.8985644578933716,2156
6500,0.2111487239599228,0.9081651568412781,0.8229004144668579,0.8996386528015137,2156
6750,0.20972338318824768,0.9092013835906982,0.8244873285293579,0.9007299542427063,2156
7000,0.20837678015232086,0.9097249507904053,0.825390636920929,0.9012914896011353,2156
7250,0.20709869265556335,0.9102783203125,0.8260254263877869,0.9018530249595642,2156
7500,0.20588989555835724,0.9107910394668579,0.8265380859375,0.9023656845092773,2156
7750,0.20475170016288757,0.9113606810569763,0.826611340045929,0.9028857350349426,2156
8000,0.20368891954421997,0.9117594957351685,0.8265625238418579,0.9032397270202637,2156
