net,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg
0,9,1,0.188899298807148,0.0885780149565861,3.854571421682762,0.23665367893269862,0.3354621274674698,0.8323850430741274,-13.559258087190086
1,3,1,0.20831885881702375,0.0904714518811359,3.95115426177757,-0.7982708826298588,0.35232786806208194,0.7252816515244104,45.73755138675607
2,2,2,9.045206823901662,0.6058294319026668,6.015234334412959,-2.79062943689084,13.452235719769734,27.449615479988772,159.66013833941037
3,1,1,0.20047612859608716,0.040024106433589106,3.9251725741511487,-2.771757619515105,0.31407259864088216,0.9822021482297202,158.81001186546976
4,6,2,8.877691908214969,0.5933364965401815,5.71044352000086,-2.654953680933675,13.207367009773138,26.97746934180873,151.899298275921
5,7,1,0.1756130070902666,0.06573354201103036,3.9672871094193822,1.8408892996029147,0.30060671398647854,0.8088493809102298,-105.4751881750881
6,1,1,0.16504209529711325,0.028812951047738674,3.8562991737880785,-2.779135500599224,0.27334024114108574,0.7830592686884621,159.23273442609496
7,4,2,8.80535097228774,0.6125921475216556,5.891641652256199,1.5143755682456232,13.101546066399811,26.787720700109833,-86.9802929571519
8,8,2,8.836520056776559,0.6036741742116811,5.682674862350319,0.16922553399753942,13.147144993759097,26.790026285010526,-9.480638521809134
9,3,1,0.1357311043281276,0.09924299889616466,3.9372594774152403,0.7979756971008758,0.23181764507384528,0.5626168662980192,-45.72063976111468
10,1,1,0.14738140820816106,0.032866350492841596,3.9387000567236283,-0.42428485783748476,0.2302143269318129,0.6344213016943984,24.309732422781348
11,1,1,0.19910653161679798,0.06449254260561954,4.068954837764958,0.13464524938368455,0.2969570198658315,0.8630293929551319,-7.714606084895487
12,9,1,0.18139071304462207,0.0857798411054541,3.9224361464132897,-1.9310014324554505,0.33959753347084726,0.9722930718963992,110.63823275873732
13,1,1,0.13743261462782239,0.04734228877003564,3.9395667023319105,-1.2912988896797892,0.2280386212319504,0.6765804699153737,73.9859757500247
14,9,1,0.1380079453877527,0.06562035809768231,3.9204024340294006,2.0159158682275877,0.24154659285755356,0.8117071297804291,-115.50347158979253
15,7,1,0.14730212356902644,0.04060930839476926,3.944874318531299,-1.816560807436127,0.2360204798456595,0.6695929849881284,104.0812680553718
16,1,1,0.182608858596574,0.05020422420904762,3.947131853234294,1.480027750335112,0.23174899964928067,0.7780069524263161,-84.79934366338398
17,1,1,0.16244274345219067,0.10022217340195749,3.9323910728965323,-1.3324653347377644,0.29201747933788186,0.943836303414721,76.34463927411448
18,9,1,0.24629571707392317,0.08607975453240743,4.15669825725791,1.2939227851750956,0.45494927679096675,1.0110791085343473,-74.13631294569437
19,9,1,0.19230614607932237,0.050857983678324004,3.873211274105522,-0.10987675247898705,0.26232405400430775,0.9037840666250766,6.295473890212956
20,6,2,9.18677430252776,0.5895017497287968,5.6858960643366245,-2.28557278923295,13.658980303597403,27.987543308221184,130.71130733895737
21,3,1,0.134264009334417,0.09246886383710819,3.9896739208215934,-2.257991580278662,0.23179832537305559,0.5056718938527327,129.37338786597985
22,3,1,0.22670202498181624,0.06766340678211033,3.816909812566152,1.7737388590891379,0.34963403463617243,1.0451226442673138,-101.62775213891605
23,1,1,0.12328194890796326,0.04545106565605408,4.06789014082206,-0.3678996869350387,0.21196688546891937,0.5574884299090631,21.079099881929473
24,1,1,0.15494847063595313,0.050783169892053504,4.002778533460701,1.8806469999565996,0.29263686401220823,0.7953246432991657,-107.75313652306696
25,1,1,0.16347999832670745,0.07309068665612671,4.0601563951641255,-1.605299745314595,0.22804411540698777,0.677731583005946,91.97690056214483
26,1,1,0.15651002742109127,0.10691521579440723,3.8999856919112923,1.8267055414918933,0.29149745761889984,0.9397923780023562,-104.66251859216341
27,4,2,8.78069304292125,0.6045849054005767,5.951802548112117,0.3514714880954665,13.065464115934608,26.695608145782153,-20.348984958750613
28,7,1,0.20975572140553755,0.07398597205778679,3.922456434775299,0.3886485135939161,0.3828666157620317,1.1619867498360494,-22.267921267646766
29,9,1,0.20429573288091518,0.08233271960984682,3.8397731394076358,-1.2375992053942988,0.37334639518875884,1.083996192654017,70.90920981476435
30,9,1,0.27156435799504924,0.0813253200996619,3.9558479677328,-0.3586163492301916,0.4352872132751761,1.3444524344174333,20.547205619691375
31,2,2,9.076149424240091,0.5839935985708845,5.909823412809932,-2.6173899420857474,13.497440645297903,27.551121712667165,150.19896828671358
32,9,1,0.164540605638849,0.027621496199141334,3.9509211416025196,1.540106752993287,0.25003170592911333,1.092380463668314,-88.2416170422391
33,9,1,0.15411148818300505,0.053888760792910335,4.028519769643205,-1.8697948128724162,0.2447190285259611,0.7858760137805219,107.13135175028201
34,3,1,0.18517500537744705,0.024270690155542427,3.8847366429657413,1.6029961254955474,0.24545751187159084,0.8210637489578861,-91.8449129091534
35,9,1,0.18035764290195824,0.08088785809109987,4.068922995557055,1.4432359716562984,0.3100761058456451,1.0078703782535348,-82.69132925313716
36,7,1,0.18988018057837205,0.05518034490074847,3.9830717793517167,2.824111753082811,0.2915934419279919,0.91658597575708,-161.80968397836688
37,6,2,8.923475449343645,0.5879455869891534,5.998622188476932,-1.4970698726597045,13.274316533623852,27.031432322302294,85.55399172841146
38,9,1,0.13251343471618118,0.03306486174755621,4.09216052468538,0.29338194174978016,0.2015597800905712,0.7182336607726717,-16.809547331972833
39,2,2,9.1057140093665,0.5836220073226909,5.946240797024554,-0.35154962213255736,13.540624514291014,27.714888790702805,19.906409395970055
40,7,1,0.1269307929921042,0.037447877914961625,3.988939148166817,2.342361915483094,0.23823588764960202,0.6135617990644386,-134.2074519145147
41,3,1,0.3459556744420579,0.11338385712247236,4.082614267229343,-0.33644459060137843,0.5241925226718863,1.4440550550489513,19.276858989220514
42,1,1,0.2234291545562602,0.08099062887116519,3.9698735945544046,-1.2697098834191036,0.37650651459001994,1.1260785254491026,72.74901772260493
43,3,1,0.12366347460480012,0.05931368235017814,3.9470419304782043,-1.273114625115796,0.23926990940745171,0.7320129691160641,72.94409421872557
44,9,1,0.23950146412994236,0.08900459298154877,3.9787299449156066,0.6525427294443944,0.4568407962031521,1.8798928848144572,-37.38794568458552
45,9,1,0.17064388506558978,0.06922142761416486,3.884284544295955,2.9576511316779808,0.24218481494668484,0.8924506771473318,-169.46092686308188
