net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg,rho_even,rho_odd,q_odd_over_even,radius_parity_separation,domain_exact,f_decoder_exact,q_certified,q_break_at,composition_exact,substitution_exact,family
29,14,9,1,0.1281203064329676,0.06444044594452929,3.9200275790376984,2.0150652197219077,0.22592340935679095,0.7616125197933608,-115.4547329560445,3.9099853235973443,3.930069834478053,1.0051367228310284,0.005123563667794151,True,True,False,gcd_k_not_2,False,True,FAMILY_F
30,15,7,1,0.13492359537880372,0.039319424096013175,3.9453070090276396,-1.8191975163833463,0.2169218356627077,0.6038770520420806,104.2323401878316,3.923082747007413,3.9675312710478665,1.0113299991121418,0.011266176228807117,True,True,False,gcd_k_not_2,False,True,FAMILY_F
31,16,1,1,0.1699805375133982,0.05060288766390152,3.9522139709131467,1.4854298426250094,0.21463808505936743,0.7613132420465261,-85.10886080270555,4.032592733580497,3.871835208245797,0.960135442392675,0.040675309210942714,True,True,False,gcd_k_not_2,False,True,FAMILY_F
34,17,1,1,0.15441513555153588,0.09589195319994571,3.9291095769170044,-1.3273994100306858,0.2777427995212348,0.8366105543211954,76.0543832782235,3.960275230145597,3.8979439236884104,0.984260865006876,0.015863977635893586,True,True,False,gcd_k_not_2,False,True,FAMILY_F
38,18,9,1,0.22998227649757158,0.08475942213281538,4.1526663810967275,1.2950510983581116,0.42258638068701027,0.9477433733999425,-74.20096088201997,4.2199528732793015,4.085379888914156,0.9681103110849271,0.03240640398605878,True,True,False,gcd_k_not_2,False,True,FAMILY_F
40,19,9,1,0.176423997132621,0.05095509367313288,3.88137994951294,-0.10235530927320077,0.241662768745718,0.8596999034813474,5.864526944962779,3.8564740016041896,3.9062858974216907,1.0129164350120812,0.01283355313456283,True,True,False,gcd_k_not_2,True,True,FAMILY_F
41,20,6,2,9.077595277747681,0.6065776212918983,5.678601464685949,-2.28508707219513,13.499552627726796,27.637292526998408,130.69216025863855,8.94447787774672,2.412725051625177,0.2697446496712659,1.1502396966473465,True,False,True,,False,False,FAMILY_Q
42,21,3,1,0.13299236153062916,0.09004409552139088,3.9923237920097288,-2.2658874437242003,0.22809467583711743,0.49789260765222865,129.82578749600634,4.2693476354231565,3.7152999485963,0.8702266167716413,0.13877824437379863,True,True,False,gcd_k_not_2,False,True,FAMILY_F
43,22,3,1,0.20122057370037322,0.06722268351490343,3.828531220762997,1.7647258843015772,0.30444139775539997,0.9193108405642563,-101.11134614885513,3.849604405008633,3.8074580365173616,0.9890517663486575,0.011008495441463859,True,True,False,gcd_k_not_2,False,True,FAMILY_F
45,23,1,1,0.2224732360574691,0.07808254272136422,4.117581423501438,0.5913670613271623,0.39848415971259654,0.7582726664656378,-33.882838756948644,4.047566525310638,4.187596321692238,1.03459604567484,0.03400777834832076,True,True,False,gcd_k_not_2,False,True,FAMILY_F
47,24,1,1,0.11391045799090016,0.04555544601271579,4.0681398213712345,-0.3668799915832329,0.19691142256050714,0.5204838457129193,21.020675535140796,4.054022170192688,4.082257472549779,1.0069647626904195,0.006940592899182545,True,True,False,gcd_k_not_2,False,True,FAMILY_F
48,25,1,1,0.14665224433936092,0.05005353906154791,4.001635898634079,1.8803276102279478,0.27788263478154357,0.7563067024160769,-107.7348367458578,4.098749438522974,3.904522358745184,0.9526130877988526,0.04853691957433905,True,True,False,gcd_k_not_2,False,True,FAMILY_F
53,26,1,1,0.14489941031947665,0.07103915174383484,4.059997249651515,-1.6108326285249384,0.20039813947760168,0.6049220501828401,92.29391134671084,3.9143799161678863,4.2056145831351435,1.0744012265555387,0.07173272518651459,True,True,False,gcd_k_not_2,False,True,FAMILY_F
55,27,1,1,0.14437631522481806,0.10466717095362162,3.902137076868521,1.8232814350197044,0.26696562874796576,0.8599784268922677,-104.4663315201569,3.978709840882123,3.825564312854919,0.9615087467667032,0.03924657822377267,True,True,False,gcd_k_not_2,False,True,FAMILY_F
56,28,4,2,8.726003229469198,0.6162223706307449,5.949603864316375,0.3599122644817557,12.985420273388003,26.530265512677648,-20.828623854781256,9.426122705536988,2.47308502309576,0.2623650360124262,1.168655567834204,True,False,True,,False,False,FAMILY_Q
57,29,7,1,0.19777322806132464,0.07238862391273461,3.922102696435753,0.38199033111816877,0.36419226535424765,1.108511477145968,-21.88643517053847,3.9260497710791027,3.9181556217924025,0.9979892895538789,0.002012733958719149,True,True,False,gcd_k_not_2,False,True,FAMILY_F
65,30,9,1,0.1938084610970393,0.08035441877234537,3.840224691125955,-1.240578748666972,0.35482672946844335,1.0195163437649297,71.07992525254944,3.750303395116704,3.9301459871352074,1.0479541447907061,0.046831268085455034,True,True,False,gcd_k_not_2,False,True,FAMILY_F
68,31,9,1,0.26033620858629847,0.07968972979103062,3.956307967944505,-0.3595138579627708,0.41942282804355113,1.3108244226251111,20.59862913807925,3.8790421013863714,4.033573834502638,1.03983760141738,0.03905958139971433,True,True,False,gcd_k_not_2,False,True,FAMILY_F
69,32,2,2,8.982372286648904,0.6017513890171072,5.895568136841109,-2.6180468482403496,13.36041644576485,27.257648726470162,150.2293227707156,9.25911255230864,2.5320237213735775,0.2734628947503452,1.1410416561718324,True,False,True,,False,False,FAMILY_Q
70,33,9,1,0.15269932588499027,0.026842898354420677,3.9531791809193364,1.5427869554739513,0.23051831253438562,1.0205215073912413,-88.39518131841032,3.974581543698202,3.931776818140471,0.9892303818434424,0.010827924462502244,True,True,False,gcd_k_not_2,False,True,FAMILY_F
