step,loss,mean_train_acc,mean_test_acc,mean_domain_acc,exact
1,2.096844434738159,0.2419433742761612,0.19418945908546448,0.23716796934604645,0
250,0.8264142274856567,0.6841226816177368,0.6211181879043579,0.6778222322463989,1405
500,0.5457289814949036,0.7184271812438965,0.6019653081893921,0.7067810297012329,3431
750,0.4748222827911377,0.7385226488113403,0.5897705554962158,0.7236474752426147,3524
1000,0.44620421528816223,0.7624226808547974,0.60601806640625,0.7467821836471558,3548
1250,0.4199409782886505,0.7848727703094482,0.623779296875,0.7687634229660034,3556
1500,0.3887009918689728,0.8097330927848816,0.6503661870956421,0.7937964200973511,3652
1750,0.355346143245697,0.838095486164093,0.69317626953125,0.8236035108566284,4065
2000,0.3247864544391632,0.859091579914093,0.724499523639679,0.8456323146820068,4310
2250,0.2997705340385437,0.8722873330116272,0.7447509765625,0.8595336675643921,4367
2500,0.28030112385749817,0.8798326253890991,0.761730968952179,0.8680224418640137,4373
2750,0.26514101028442383,0.8846870064735413,0.7755126953125,0.8737695217132568,4374
3000,0.25348198413848877,0.8882201910018921,0.785229504108429,0.8779211044311523,4374
3250,0.244586780667305,0.890833854675293,0.79180908203125,0.8809313774108887,4374
3500,0.23774734139442444,0.8934177160263062,0.7971435785293579,0.8837902545928955,4374
3750,0.23237809538841248,0.8956353068351746,0.8017212152481079,0.8862438797950745,4374
4000,0.22804556787014008,0.8976047039031982,0.8058716058731079,0.8884313702583313,4374
4250,0.2244672179222107,0.899610698223114,0.809399425983429,0.8905895352363586,4374
4500,0.22144749760627747,0.9015787839889526,0.8127807378768921,0.8926990032196045,4374
4750,0.21880048513412476,0.9031779170036316,0.81524658203125,0.8943847417831421,4374
5000,0.21645475924015045,0.9048326015472412,0.81781005859375,0.896130383014679,4374
5250,0.21434320509433746,0.9066338539123535,0.81976318359375,0.8979467153549194,4374
5500,0.21240529417991638,0.9082696437835693,0.8218872547149658,0.8996313214302063,4374
5750,0.21060657501220703,0.9096503257751465,0.8238403797149658,0.9010692834854126,4374
6000,0.20892450213432312,0.9108303785324097,0.8261352777481079,0.9023607969284058,4374
6250,0.20735222101211548,0.9118475914001465,0.82843017578125,0.903505802154541,4374
6500,0.20587243139743805,0.9129204750061035,0.8304198980331421,0.9046703577041626,4374
6750,0.20448264479637146,0.9137641191482544,0.83184814453125,0.9055725336074829,4374
7000,0.20317745208740234,0.9143039584159851,0.8325316905975342,0.9061266779899597,4374
7250,0.20195001363754272,0.9146810173988342,0.8328857421875,0.9065014123916626,4374
7500,0.2007836252450943,0.9149726033210754,0.833142101764679,0.9067895412445068,4374
7750,0.1996886432170868,0.9153211712837219,0.833251953125,0.9071142673492432,4374
8000,0.19865506887435913,0.9158108234405518,0.8332397937774658,0.9075536727905273,4374
