net,domain_exact,best_k,gcd_k_n,phase_mae_deg,mean_abs_deg,q_odd_over_even,radius_parity_separation,f_decoder_acc,f_decoder_exact,q_decoder_acc,q_decoder_exact,q_certified,q_break_at,composition_acc,composition_exact,substitution_acc,substitution_exact,family
0,False,3,1,0.04746563823683575,0.07512672653528353,1.0136196478803305,0.013527527797682714,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
2,False,16,2,3.747943450192243,5.613862584996514,0.3144728314724878,1.0430450171565384,0.5392561983471075,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
4,False,16,2,3.7765292387576728,5.656554902008035,0.3257382308575103,1.017186882671952,0.4834710743801653,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
5,False,21,1,0.03910685194976059,0.0621840920036627,1.019489718839381,0.019301627195786788,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
6,False,21,1,0.05161102024886879,0.08262872464568291,0.973893174302464,0.026452116089576715,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
8,False,12,2,3.7731752300337877,5.651545829593906,0.3156456695987116,1.0403322812745244,0.49793388429752067,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
10,False,17,1,0.05359655437281643,0.08787939927178914,1.0275934659950334,0.027217947244165125,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
13,False,3,1,0.03942876079718951,0.06467121307389252,1.0002407291564992,0.00024070018472289794,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
16,False,7,1,0.05500465556954721,0.08765356973989763,0.9820164165455627,0.01814675529860715,1.0,True,,False,False,gcd_k_not_2,0.3181818181818182,False,1.0,True,EXACT-UNCLASSIFIED
18,False,14,2,3.770847295902066,5.648069356194551,0.3176554380645761,1.0356949809848293,0.5,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
21,False,13,1,0.05669961806951902,0.09194292669889513,1.03136848182189,0.030884088340049683,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
27,False,17,1,0.04874749972243957,0.08178539961008062,0.9913754700065724,0.008661882325384998,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
29,False,5,1,0.05953393704346322,0.10202706471820625,1.0056220312546413,0.005606271936616442,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
30,False,6,2,3.7864149739970596,5.67131849705897,0.3139051094897627,1.044359878890604,0.5041322314049587,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
31,False,15,1,0.04252814297859929,0.06364458593075618,0.9814098725938089,0.018764545047769764,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
34,False,12,2,3.772665419836401,5.650784699500698,0.31312209565855126,1.046175228659097,0.49586776859504134,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
35,False,9,1,0.09136362280737291,0.15198224138911265,1.002197687377612,0.0021952751134084107,1.0,True,,False,False,gcd_k_not_2,0.5454545454545454,False,1.0,True,EXACT-UNCLASSIFIED
36,False,5,1,0.07753584604505519,0.11932454675554108,1.0069155235421743,0.006891693707135644,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
38,False,13,1,0.07106299215128517,0.10957258092368657,1.0042008472073674,0.0041920421431023945,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
39,False,5,1,0.051698715882286216,0.08703440557239722,0.9979642355090451,0.002037838770858877,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
41,False,5,1,0.04725301828531028,0.07472252158142972,1.0043652428265157,0.004355735904061073,1.0,True,,False,False,gcd_k_not_2,0.5,False,1.0,True,EXACT-UNCLASSIFIED
42,False,7,1,0.04161611405973359,0.06786794875616729,0.9922562498305144,0.007773849543846958,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
44,False,5,1,0.04200157164184118,0.0675958454559433,0.9941453740326108,0.0058718146065247535,1.0,True,,False,False,gcd_k_not_2,0.15702479338842976,False,1.0,True,EXACT-UNCLASSIFIED
47,False,10,2,3.77854299262876,5.65956223661709,0.312834331430883,1.0468429292524093,0.49793388429752067,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
49,False,6,2,3.7562049640109723,5.626201626174901,0.31565317735645104,1.0403149316579172,0.5103305785123967,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
51,False,2,2,3.767007809973121,5.6423353187199075,0.3212783253723263,1.0273712382838263,0.5020661157024794,False,1.0,True,True,,0.5,False,0.5,False,EXACT-UNCLASSIFIED
52,False,16,2,3.776442816580377,5.656426203233974,0.316171732958761,1.0391170846740334,0.44421487603305787,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
53,False,7,1,0.04559358219032277,0.07644504122318754,0.9749550647460729,0.025362536799942107,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
56,False,17,1,0.038349750551928796,0.0654531920483638,1.010110051953349,0.010059202423792215,1.0,True,,False,False,gcd_k_not_2,0.2727272727272727,False,1.0,True,EXACT-UNCLASSIFIED
60,False,13,1,0.03922001998619292,0.06207542318851032,0.987535492701346,0.012542676439667437,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
62,False,9,1,0.03528741203199127,0.05667420849781287,0.9925997851730047,0.007427698107829266,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
65,False,8,2,3.78336622960288,5.666765409256168,0.3171460252502709,1.0368690512048275,0.47107438016528924,False,1.0,True,True,,0.0,False,0.5,False,EXACT-UNCLASSIFIED
66,False,3,1,0.05203673882721052,0.08347111213198835,1.0094288251906556,0.009384582397200239,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
67,False,15,1,0.049652198143861785,0.0775282245983867,0.9851915069900781,0.014918956642499826,1.0,True,,False,False,gcd_k_not_2,0.18181818181818182,False,1.0,True,EXACT-UNCLASSIFIED
68,False,9,1,0.08155648427670169,0.135898878155309,1.000540601064271,0.000540454979002597,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
72,False,1,1,0.057270709939684354,0.08853914690244429,0.9951155132480743,0.004896445062445176,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
73,False,21,1,0.04640934461691745,0.07396499788477687,1.0009434692693342,0.0009430244120577739,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
74,False,15,1,0.0674415724969993,0.10793154127424462,0.9963966486340351,0.0036098551542153474,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,EXACT-UNCLASSIFIED
