net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg
42,21,7,1,0.04161611405973359,0.06934216242170116,6.203967204159254,-0.801865486457466,0.06786794875616729,0.18867575730003458,45.94350810765098
44,22,5,1,0.04200157164184118,0.06091694892935871,6.227168854435089,0.36149212077149934,0.0675958454559433,0.22748998058517897,-20.711972864866347
47,23,10,2,3.77854299262876,0.5361729236415851,9.451444536578833,-2.3461717703966416,5.65956223661709,11.417059762933546,134.40923533850784
49,24,6,2,3.7562049640109723,0.5332155085722164,9.126499752503136,-1.51262950032293,5.626201626174901,11.353314231058064,86.68349960756285
51,25,2,2,3.767007809973121,0.5264850233686033,9.012742155572072,0.08775694550666466,5.6423353187199075,11.397295110279632,-5.044456572863244
52,26,16,2,3.776442816580377,0.5327215922994039,9.112740150947916,1.6375743433484882,5.656426203233974,11.438574117540425,-93.80962100003397
53,27,7,1,0.04559358219032277,0.06502095191626224,6.221989969771141,2.897389662569896,0.07644504122318754,0.22495746515733764,-166.00819924890592
56,28,17,1,0.038349750551928796,0.06776909957649205,6.285312319074553,0.19839679940062002,0.0654531920483638,0.23737765224898152,-11.367299280377717
60,29,13,1,0.03922001998619292,0.05091353538555533,6.206816134355777,-1.0223860799805384,0.06207542318851032,0.18295439066646552,58.57840741496886
62,30,9,1,0.03528741203199127,0.07070821442603044,6.094601151833876,-2.9718740957354024,0.05667420849781287,0.23476874700228242,170.27584293030282
65,31,8,2,3.78336622960288,0.5310210999548638,9.437876763042473,-0.7190984929075112,5.666765409256168,11.419139386305096,41.21787728467895
66,32,3,1,0.05203673882721052,0.060735611174700166,6.320417157841197,-1.0776549374465214,0.08347111213198835,0.2862226836663532,61.74507966629009
67,33,15,1,0.049652198143861785,0.05723890056552161,6.255527695237407,0.30912349888077084,0.0775282245983867,0.24107159415776536,-17.711471856406934
68,34,9,1,0.08155648427670169,0.07015166920983337,6.157145174806115,-2.0005716835632956,0.135898878155309,0.42473078949316045,114.62431422209549
72,35,1,1,0.057270709939684354,0.06501692883582603,6.157999390719513,2.4250115079440175,0.08853914690244429,0.3040051187914435,-138.9429246999929
73,36,21,1,0.04640934461691745,0.049364562465170805,6.155804054998857,-2.282624245832708,0.07396499788477687,0.18244000667961593,130.7847354982645
74,37,15,1,0.0674415724969993,0.057562148511207875,6.190921017573043,-2.029778838589669,0.10793154127424462,0.36269428314694063,116.29776086269943
75,38,10,2,3.749449612191197,0.5322476204207617,9.094722784831886,0.9678032033221061,5.6161119871017515,11.360844486811937,-55.46716466579216
76,39,3,1,0.06554717883729132,0.06941978990710862,6.172382788840037,2.7018697524040367,0.11168086502216158,0.3265869921608187,-154.805733536977
78,40,9,1,0.05233101744927057,0.0704868971852253,6.251166455871583,-1.813708884061448,0.0855911779590452,0.3111841352851283,103.9178643257254
