net,local_idx,best_k,gcd_k_n,phase_mae_deg,radius_cv,mean_radius,phi,mean_abs_deg,max_abs_deg,gauge_deg,rho_even,rho_odd,q_odd_over_even,radius_parity_separation,domain_exact,f_decoder_exact,q_certified,q_break_at,composition_exact,substitution_exact,family
0,0,3,1,0.04746563823683575,0.049976024947283995,6.32430740502593,-2.4877418528821305,0.07512672653528353,0.19622434043267356,142.53710868605194,6.281531282914641,6.36708352713722,1.0136196478803305,0.013527527797682714,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
2,1,16,2,3.747943450192243,0.5344914921639365,8.980770671392758,-0.8912408848221457,5.613862584996514,11.347819324913495,51.04823498766725,13.664444720903656,4.2970966218818605,0.3144728314724878,1.0430450171565384,False,False,True,,False,False,EXACT-UNCLASSIFIED
4,2,16,2,3.7765292387576728,0.5211138602514206,9.010087555172824,-1.172010045440137,5.656554902008035,11.428365874034313,67.13475048577317,13.59255899159662,4.427616118749027,0.3257382308575103,1.017186882671952,False,False,True,,False,False,EXACT-UNCLASSIFIED
5,3,21,1,0.03910685194976059,0.06703405050730872,6.193044594601296,1.4375497718290662,0.0621840920036627,0.2220642340708787,-82.36553475451306,6.133276675615357,6.252812513587234,1.019489718839381,0.019301627195786788,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
6,4,21,1,0.05161102024886879,0.05439252784063388,6.305780776526671,-2.732096420148643,0.08262872464568291,0.2657639450378034,156.53759406456086,6.389181399094724,6.222380153958619,0.973893174302464,0.026452116089576715,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
8,5,12,2,3.7731752300337877,0.5328591425861071,9.448714870126757,0.9701534671370741,5.651545829593906,11.411280707264213,-55.60213381970056,14.363616418102502,4.533813322151012,0.3156456695987116,1.0403322812745244,False,False,True,,False,False,EXACT-UNCLASSIFIED
10,6,17,1,0.05359655437281643,0.055796783299095355,6.144711799190077,1.039334888243504,0.08787939927178914,0.2766483210762934,-59.54950255795879,6.0610885783996,6.2283350199805545,1.0275934659950334,0.027217947244165125,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
13,7,3,1,0.03942876079718951,0.04986507331541699,6.341996049463626,2.925705022593174,0.06467121307389252,0.24783915581490504,-167.63054988637538,6.341232789653316,6.342759309273934,1.0002407291564992,0.00024070018472289794,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
16,8,7,1,0.05500465556954721,0.062082295860017844,6.126694507098055,-0.2339126495605786,0.08765356973989763,0.28734350256242763,13.402207604002571,6.182284320102869,6.07110469409324,0.9820164165455627,0.01814675529860715,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
18,9,14,2,3.770847295902066,0.5307060665929009,9.374925309570282,1.4527264960186193,5.648069356194551,11.414646324586549,-83.21869283326086,14.229706854685075,4.520143764455488,0.3176554380645761,1.0356949809848293,False,False,True,,False,False,EXACT-UNCLASSIFIED
21,10,13,1,0.05669961806951902,0.057014662776774694,6.230296265502863,1.8540740463833965,0.09194292669889513,0.313002998092886,-106.230617809315,6.134087755378627,6.326504775627099,1.03136848182189,0.030884088340049683,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
27,11,17,1,0.04874749972243957,0.047609767115899614,6.23184875977037,0.6079783573440176,0.08178539961008062,0.23551930819602415,-34.83459392239686,6.258838530083733,6.204858989457006,0.9913754700065724,0.008661882325384998,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
29,12,5,1,0.05953393704346322,0.07124678224742481,6.286645467800323,-2.18600818615839,0.10202706471820625,0.31685661572616713,125.24904304132625,6.26902314576953,6.3042677898311155,1.0056220312546413,0.005606271936616442,False,True,False,gcd_k_not_2,False,True,EXACT-UNCLASSIFIED
30,13,6,2,3.7864149739970596,0.5350205034777392,9.39497285444866,-2.6918828688115166,5.67131849705897,11.45536706883382,154.21691853717954,14.300839210674917,4.489106498222402,0.3139051094897627,1.044359878890604,False,False,True,,False,False,EXACT-UNCLASSIFIED
