step,loss,mean_train_acc,mean_test_acc,mean_domain_acc,exact
1,2.2929391860961914,0.20225942134857178,0.1630045622587204,0.1989881843328476,0
250,1.095739722251892,0.562315046787262,0.4844563901424408,0.5558267831802368,38
500,0.8402244448661804,0.5996907949447632,0.4894205927848816,0.590501606464386,310
750,0.7295098900794983,0.6305782794952393,0.4935709834098816,0.6191610097885132,351
1000,0.6706017255783081,0.6529725790023804,0.5005696415901184,0.6402723789215088,356
1250,0.6333077549934387,0.6737245321273804,0.515625,0.6605495810508728,357
1500,0.6052489876747131,0.6922053098678589,0.528564453125,0.6785684823989868,358
1750,0.5815455913543701,0.7042791843414307,0.5399577021598816,0.6905856728553772,358
2000,0.5602108836174011,0.7155835628509521,0.5548502802848816,0.7021890878677368,358
2250,0.5408326983451843,0.7271469831466675,0.5716146230697632,0.7141859531402588,359
2500,0.523147702217102,0.7384514212608337,0.58837890625,0.7259453535079956,359
2750,0.5077886581420898,0.7458200454711914,0.5982259511947632,0.7335205078125,359
3000,0.49496594071388245,0.7525523900985718,0.6114095449447632,0.7407904863357544,359
3250,0.48432162404060364,0.7567693591117859,0.6185709834098816,0.7452528476715088,359
3500,0.47558218240737915,0.7598839998245239,0.6227213740348816,0.7484537959098816,359
3750,0.4683147966861725,0.7630578279495239,0.6273599863052368,0.7517496347427368,359
4000,0.46202176809310913,0.7640935778617859,0.630615234375,0.7529703974723816,359
4250,0.45671188831329346,0.7655805945396423,0.6368001699447632,0.7548488974571228,359
4500,0.45222005248069763,0.7667642831802368,0.64013671875,0.7562119960784912,359
4750,0.4483151435852051,0.7682366371154785,0.6448568105697632,0.7579549551010132,359
5000,0.44485312700271606,0.7702193260192871,0.6474609375,0.7599894404411316,359
5250,0.4416874051094055,0.7715657949447632,0.6488444209098816,0.7613389492034912,359
5500,0.4386942982673645,0.773141622543335,0.6526693105697632,0.7631021738052368,359
5750,0.4359210431575775,0.7740885019302368,0.6534830927848816,0.7640380859375,359
6000,0.4333384931087494,0.7750355005264282,0.65576171875,0.7650960683822632,359
6250,0.4309275150299072,0.776123046875,0.65673828125,0.76617431640625,359
6500,0.42861396074295044,0.7765743732452393,0.658447265625,0.7667304277420044,359
6750,0.42647022008895874,0.7772402167320251,0.6591796875,0.7674018144607544,359
7000,0.42451944947242737,0.7780022025108337,0.6612955927848816,0.7682766318321228,359
7250,0.4227089583873749,0.7785866856575012,0.662353515625,0.7689005136489868,359
7500,0.4210187792778015,0.7791858911514282,0.6638997793197632,0.7695786952972412,359
7750,0.41945701837539673,0.7799627780914307,0.665283203125,0.7704061269760132,359
8000,0.4176954925060272,0.7804880142211914,0.6664225459098816,0.770982563495636,359
