net,domain_exact,best_k,gcd_k_n,phase_mae_deg,mean_abs_deg,q_odd_over_even,radius_parity_separation,f_decoder_acc,f_decoder_exact,q_decoder_acc,q_decoder_exact,q_certified,q_break_at,composition_acc,composition_exact,substitution_acc,substitution_exact,family
371,True,6,2,9.383034479451627,13.94529259851403,0.3175415011093434,1.035957498592705,0.5,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
373,True,3,1,0.5775883745488575,0.888193845337201,0.9940171356973985,0.006000815334527269,1.0,True,,False,False,gcd_k_not_2,0.4,False,1.0,True,FAMILY_F
375,True,3,1,0.17494053663731846,0.3008972108332996,1.074125077906358,0.07147599601966204,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
378,True,2,2,9.173502872151802,13.639605821115946,0.31756050738635505,1.0359137038304227,0.5,False,1.0,True,True,,0.25,False,0.5,False,FAMILY_Q
382,True,6,2,8.892714051403962,13.229336633498452,0.3000091539564497,1.0769014109065267,0.39,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
383,True,3,1,0.2141971854291503,0.40413886321535847,1.0310851627901008,0.03060941348948576,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
384,True,9,1,0.10587911996792712,0.17021025516709534,1.0171778618517948,0.01703157879794043,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
392,True,1,1,0.11429094428010418,0.18733139167682836,0.9855276712436714,0.01457781623084979,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
394,True,3,1,0.09962893614655961,0.16779547520231106,0.9957045699908181,0.0043046752247519575,1.0,True,,False,False,gcd_k_not_2,1.0,True,1.0,True,FAMILY_F
395,True,7,1,0.25015335345629064,0.3661659517970907,1.0189782240917433,0.018799830394684827,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
397,True,1,1,0.16574052687720173,0.26051586641609015,0.9991666296723535,0.0008337177254535083,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
399,True,3,1,0.19808648017620184,0.36091359963236774,1.0004667816653263,0.0004666727481850845,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
401,True,7,1,0.1873386628262748,0.2867334961754153,0.9964457597462911,0.00356056781042776,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
404,True,4,2,8.950293476211574,13.313524384306907,0.2918658059010148,1.0962968303121785,0.45,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
406,True,9,1,0.21556900902914705,0.30728339777727165,0.9979999444862305,0.0020020576269673264,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
407,True,1,1,0.1617922561072381,0.29645610957981816,0.9645597836186818,0.03607954990917914,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
408,True,9,1,0.16927345922216339,0.28048328159183183,1.0404637687897405,0.039661345041907596,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
410,True,7,1,0.21940536131784835,0.3797333285059949,0.9802474499958825,0.019949577517858686,1.0,True,,False,False,gcd_k_not_2,0.6,False,1.0,True,FAMILY_F
411,True,9,1,0.18802582615332397,0.3052216356443888,0.9857971295730121,0.014304452570179517,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
412,True,2,2,9.126089654324998,13.570377491283867,0.2911544832539453,1.0980026417282531,0.53,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
413,True,3,1,0.19664844616001578,0.38297307416372117,0.998593802235464,0.0014071871562527122,1.0,True,,False,False,gcd_k_not_2,0.0,False,1.0,True,FAMILY_F
415,True,6,2,9.423793165040518,14.004712240853756,0.30231867755725134,1.0714448536534606,0.52,False,1.0,True,True,,0.0,False,0.5,False,FAMILY_Q
416,True,7,1,0.21805125525973698,0.36407769607581913,1.0023092717212507,0.002306608428442841,1.0,True,,False,False,gcd_k_not_2,0.54,False,1.0,True,FAMILY_F
